user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,email,username,price,store_id,raw_timestamp,status
1291,2024-05-06,West,Grocery,3304.0,Jaipur,34,Premium,user20@example.com,user20,3304.0,9,2024-05-06 18:38:02,Pending
1067,2024-12-09,North,Electronics,96.11,Pune,24,Premium,user21@example.com,user21,96.11,5,2024-12-09 20:19:29,Pending
1035,2024-05-05,South,Sports,3532.52,Kolkata,59,Standard,user22@example.com,,3532.52,10,2024-05-05 11:18:10,
1053,2024-03-09,West,Sports,819.47,Delhi,39,Premium,user23@example.com,user23,819.47,17,2024-03-09 08:07:56,Pending
1128,2024-01-27,North,Electronics,67.55,Hyderabad,34,Premium,user24@example.com,user24,67.55,14,2024-01-27 02:40:27,
1004,2024-02-27,East,Sports,228.34,Pune,27,Basic,user25@example.com,user25,228.34,2,2024-02-27 02:56:44,Pending
1107,2024-12-15,North,Sports,4426.47,Pune,27,Premium,user26@example.com,user26,4426.47,6,2024-12-15 07:42:06,Pending
1012,2024-04-01,South,Furniture,1370.69,Mumbai,42,Premium,user27@example.com,user27,1370.69,15,2024-04-01 23:59:21,Pending
1156,2024-04-26,East,Grocery,1674.9,Kolkata,35,Basic,user28@example.com,user28,1674.9,18,2024-04-26 07:01:42,Pending
1014,2024-02-29,North,Electronics,586.59,Hyderabad,38,Basic,user29@example.com,user29,586.59,13,2024-02-29 08:11:37,
1097,2024-05-10,West,Sports,4631.6,Hyderabad,60,Premium,user30@example.com,user30,4631.6,11,2024-05-10 01:45:27,
1160,2024-12-05,North,Sports,1580.96,Bengaluru,36,Standard,user31@example.com,user31,1580.96,13,2024-12-05 03:46:57,
1089,2024-11-11,West,Clothing,1470.22,Pune,56,Standard,user32@example.com,user32,1470.22,7,2024-11-11 18:19:25,
1242,2024-03-27,North,Electronics,4101.2,Hyderabad,37,Premium,user33@example.com,user33,4101.2,2,2024-03-27 21:05:18,Completed
1243,2024-11-08,East,Grocery,2497.17,Hyderabad,18,Premium,user34@example.com,user34,2497.17,17,2024-11-08 02:29:26,Pending
1025,2024-10-12,West,Grocery,710.03,Pune,53,Standard,user35@example.com,user35,710.03,15,2024-10-12 07:58:54,
1258,2024-08-06,East,Grocery,2277.85,Kolkata,58,Basic,user36@example.com,user36,2277.85,8,2024-08-06 17:28:57,Pending
1225,2024-02-09,North,Clothing,1632.56,Delhi,27,Premium,user37@example.com,user37,1632.56,7,2024-02-09 22:18:15,Completed
1212,2024-07-27,South,Electronics,1073.83,Kolkata,55,Standard,user38@example.com,,1073.83,19,2024-07-27 10:34:29,Pending
1244,2024-01-04,South,Grocery,2714.19,Kolkata,56,Premium,user39@example.com,user39,2714.19,16,2024-01-04 11:19:48,Completed
1199,2024-06-21,South,Furniture,4210.5,Pune,52,Premium,user40@example.com,user40,4210.5,1,2024-06-21 21:43:51,Completed
1219,2024-03-10,North,Grocery,1670.4,Jaipur,42,Basic,user41@example.com,user41,1670.4,9,2024-03-10 14:11:03,Completed
1240,2024-01-10,North,Furniture,3268.21,Hyderabad,20,Premium,user42@example.com,user42,3268.21,1,2024-01-10 23:34:03,
1078,2024-05-02,West,Sports,4741.4,Jaipur,41,Premium,user43@example.com,user43,4741.4,4,2024-05-02 04:30:42,Completed
1159,2024-02-25,North,Sports,3402.87,Bengaluru,30,Premium,user44@example.com,user44,3402.87,8,2024-02-25 18:01:59,Completed
1154,2024-12-16,West,Clothing,2687.09,Mumbai,50,Standard,user45@example.com,user45,2687.09,16,2024-12-16 19:51:07,Completed
1221,2024-07-04,South,Furniture,2205.66,Hyderabad,35,Standard,user46@example.com,user46,2205.66,16,2024-07-04 20:57:53,Pending
1223,2024-10-30,East,Electronics,1430.69,Kolkata,47,Standard,user47@example.com,user47,1430.69,1,2024-10-30 08:20:54,Pending
1166,2024-04-03,North,Clothing,1434.31,Jaipur,53,Premium,user48@example.com,user48,1434.31,8,2024-04-03 15:13:22,
1208,2024-09-07,South,Grocery,2268.46,Jaipur,32,Basic,user49@example.com,user49,,19,2024-09-07 17:48:15,Pending
1242,2024-10-10,North,Clothing,3529.13,Jaipur,32,Premium,user50@example.com,user50,3529.13,18,2024-10-10 16:22:27,
1094,2024-04-08,North,Sports,4884.2,Jaipur,24,Premium,user51@example.com,user51,4884.2,10,2024-04-08 06:47:30,Completed
1273,2024-03-05,North,Furniture,3207.45,Mumbai,18,Standard,user52@example.com,user52,3207.45,11,2024-03-05 08:02:03,Completed
1026,2024-05-09,West,Grocery,2484.15,Hyderabad,21,Premium,user53@example.com,user53,2484.15,10,2024-05-09 15:07:52,Completed
1127,2024-03-01,East,Sports,1932.87,Jaipur,55,Basic,user54@example.com,user54,1932.87,20,2024-03-01 17:48:26,
1050,2024-04-16,West,Furniture,1237.33,Delhi,18,Basic,user55@example.com,user55,1237.33,10,2024-04-16 20:13:16,Completed
1118,2024-05-27,South,Electronics,3452.56,Kolkata,58,Standard,user56@example.com,user56,3452.56,14,2024-05-27 22:18:44,Completed
1278,2024-04-25,North,Furniture,403.48,Jaipur,56,Standard,user57@example.com,user57,403.48,15,2024-04-25 20:09:58,Completed
1239,2024-12-18,North,Sports,2722.91,Pune,20,Basic,user58@example.com,user58,2722.91,1,2024-12-18 09:44:25,Completed
1117,2024-12-11,North,Sports,249.15,Bengaluru,51,Standard,user59@example.com,user59,249.15,19,2024-12-11 18:37:01,Pending
1251,2024-02-16,North,Clothing,3367.16,Jaipur,44,Standard,user60@example.com,user60,3367.16,13,2024-02-16 15:22:26,
1018,2024-08-20,North,Electronics,4852.41,Pune,18,Standard,user61@example.com,user61,4852.41,2,2024-08-20 02:20:16,Completed
1265,2024-07-04,South,Electronics,1057.61,Jaipur,46,Standard,,user62,1057.61,20,2024-07-04 19:48:31,Completed
1081,2024-06-08,South,Electronics,1162.27,Mumbai,47,Premium,user63@example.com,user63,1162.27,10,2024-06-08 17:00:35,
1139,2024-07-31,South,Sports,765.98,Pune,50,Standard,user64@example.com,user64,765.98,9,2024-07-31 15:30:15,Pending
1174,2024-09-16,North,Clothing,4195.51,Hyderabad,49,Premium,user65@example.com,user65,4195.51,11,2024-09-16 08:52:00,
1278,2024-07-12,East,Furniture,2880.4,Kolkata,44,Premium,user66@example.com,user66,2880.4,13,2024-07-12 14:59:20,Pending
1077,2024-09-10,North,Electronics,4377.24,Pune,47,Premium,user67@example.com,user67,4377.24,5,2024-09-10 01:08:32,Completed
1240,2024-05-15,South,Electronics,4266.24,Kolkata,52,Basic,user68@example.com,user68,4266.24,16,2024-05-15 10:39:44,
1018,2024-11-12,North,Furniture,3746.49,Mumbai,58,Standard,user69@example.com,user69,3746.49,10,2024-11-12 02:15:40,Completed
1023,2024-06-15,North,Grocery,770.57,Pune,29,Premium,user70@example.com,user70,770.57,13,2024-06-15 01:18:22,
1123,2024-09-11,South,Clothing,2324.87,Kolkata,47,Basic,user71@example.com,user71,2324.87,15,2024-09-11 18:09:14,Pending
1300,2024-06-02,North,Grocery,4234.25,Bengaluru,48,Premium,user72@example.com,user72,4234.25,19,2024-06-02 20:27:44,Pending
1151,2024-01-12,West,Sports,4332.08,Mumbai,56,Standard,user73@example.com,user73,4332.08,10,2024-01-12 21:25:17,Completed
1180,2024-04-22,North,Furniture,3159.83,Hyderabad,20,Basic,,user74,3159.83,12,2024-04-22 20:12:39,
1067,2024-02-16,South,Furniture,1043.93,Jaipur,51,Standard,user75@example.com,user75,1043.93,9,2024-02-16 09:20:47,Pending
1151,2024-06-22,East,Furniture,4307.7,Bengaluru,53,Basic,user76@example.com,user76,4307.7,9,2024-06-22 03:29:04,
1063,2024-08-20,North,Sports,1936.08,Jaipur,24,Standard,,user77,1936.08,18,2024-08-20 11:43:47,Pending
1113,2024-11-27,South,Clothing,3263.74,Mumbai,20,Basic,user78@example.com,user78,3263.74,8,2024-11-27 02:40:52,
1069,2024-07-17,South,Sports,3724.23,Bengaluru,59,Premium,user79@example.com,user79,3724.23,9,2024-07-17 14:23:42,Completed
1189,2024-04-21,North,Electronics,4905.59,Hyderabad,40,Premium,user80@example.com,user80,4905.59,4,2024-04-21 14:28:15,Pending
1046,2024-12-05,West,Electronics,3944.63,Delhi,54,Premium,user81@example.com,user81,3944.63,7,2024-12-05 06:41:40,
1110,2024-04-29,West,Clothing,4299.11,Delhi,52,Basic,user82@example.com,user82,4299.11,1,2024-04-29 10:49:09,Completed
1007,2024-07-02,West,Furniture,1363.57,Bengaluru,51,Premium,user83@example.com,user83,1363.57,12,2024-07-02 07:37:20,
1055,2024-08-19,West,Sports,1543.07,Mumbai,21,Basic,user84@example.com,user84,1543.07,4,2024-08-19 16:14:39,Pending
1227,2024-02-07,East,Electronics,674.65,Pune,53,Standard,user85@example.com,user85,674.65,17,2024-02-07 02:20:38,Pending
1232,2024-09-15,West,Sports,3618.16,Bengaluru,32,Basic,user86@example.com,user86,3618.16,14,2024-09-15 19:27:06,
1048,2024-06-09,North,Clothing,4770.28,Bengaluru,22,Premium,user87@example.com,user87,4770.28,4,2024-06-09 13:20:42,
1190,2024-03-07,North,Electronics,2083.5,Kolkata,45,Standard,user88@example.com,user88,2083.5,10,2024-03-07 17:03:37,Pending
1053,2024-10-22,South,Furniture,4244.01,Pune,41,Premium,user89@example.com,user89,4244.01,14,2024-10-22 16:13:09,
1285,2024-01-14,North,Electronics,943.06,Jaipur,39,Basic,user90@example.com,,943.06,19,2024-01-14 19:59:42,
1205,2024-02-05,West,Electronics,3743.25,Bengaluru,47,Basic,user91@example.com,user91,3743.25,11,2024-02-05 04:47:40,
1043,2024-01-27,West,Electronics,1396.91,Bengaluru,56,Basic,user92@example.com,user92,1396.91,17,2024-01-27 04:10:48,Completed
1176,2024-08-08,South,Sports,3352.31,Bengaluru,56,Premium,user93@example.com,,,7,2024-08-08 03:18:43,Completed
1130,2024-05-28,South,Grocery,919.69,Hyderabad,32,Standard,user94@example.com,user94,919.69,12,2024-05-28 10:07:00,Completed
1203,2024-01-22,West,Clothing,2900.01,Hyderabad,58,Basic,user95@example.com,user95,2900.01,11,2024-01-22 13:01:29,Completed
1235,2024-12-19,West,Furniture,2206.6,Mumbai,43,Basic,user96@example.com,user96,2206.6,6,2024-12-19 11:05:27,Completed
1261,2024-11-20,East,Clothing,1787.94,Hyderabad,27,Premium,user97@example.com,user97,1787.94,6,2024-11-20 03:33:32,
1078,2024-12-01,South,Grocery,3784.51,Bengaluru,54,Standard,user98@example.com,user98,3784.51,11,2024-12-01 02:11:49,Completed
1225,2024-02-04,North,Clothing,2977.53,Mumbai,37,Basic,user99@example.com,user99,2977.53,10,2024-02-04 15:28:40,Completed
1046,2024-11-10,South,Sports,2793.87,Mumbai,46,Standard,user100@example.com,user100,2793.87,16,2024-11-10 19:32:24,
1077,2024-02-01,North,Electronics,2547.52,Delhi,46,Basic,user101@example.com,user101,2547.52,12,2024-02-01 14:06:51,Pending
1144,2024-07-17,West,Clothing,376.26,Hyderabad,42,Basic,user102@example.com,user102,376.26,20,2024-07-17 13:49:21,Completed
1170,2024-02-11,North,Clothing,4840.1,Bengaluru,26,Standard,user103@example.com,user103,4840.1,18,2024-02-11 18:42:09,Pending
1168,2024-03-06,West,Grocery,2567.02,Jaipur,29,Premium,user104@example.com,user104,,7,2024-03-06 21:44:53,Completed
1070,2024-03-20,West,Sports,3865.83,Pune,20,Standard,user105@example.com,user105,3865.83,5,2024-03-20 02:18:54,
1192,2024-03-19,East,Grocery,266.28,Hyderabad,33,Basic,user106@example.com,user106,266.28,15,2024-03-19 05:11:53,Completed
1273,2024-05-02,South,Furniture,1870.81,Bengaluru,47,Basic,user107@example.com,user107,1870.81,14,2024-05-02 09:51:50,Completed
1102,2024-11-05,West,Grocery,4376.88,Mumbai,51,Premium,user108@example.com,user108,4376.88,9,2024-11-05 04:55:16,Pending
1262,2024-03-16,East,Grocery,4428.92,Bengaluru,21,Basic,user109@example.com,user109,4428.92,3,2024-03-16 13:05:58,Pending
1114,2024-01-15,North,Furniture,731.12,Kolkata,48,Standard,user110@example.com,user110,731.12,16,2024-01-15 10:59:06,Pending
1002,2024-02-10,East,Sports,4704.12,Bengaluru,25,Basic,user111@example.com,user111,4704.12,8,2024-02-10 00:16:13,Pending
1234,2024-02-02,South,Sports,2703.47,Pune,33,Standard,user112@example.com,user112,2703.47,20,2024-02-02 03:53:57,Pending
1123,2024-10-19,West,Sports,4874.54,Pune,52,Standard,user113@example.com,user113,,1,2024-10-19 13:11:42,Pending
1240,2024-01-23,North,Electronics,1817.61,Delhi,60,Standard,user114@example.com,user114,,11,2024-01-23 20:24:23,Completed
1022,2024-06-29,East,Grocery,4905.05,Delhi,26,Premium,user115@example.com,user115,4905.05,2,2024-06-29 17:21:52,Pending
1103,2024-01-23,North,Clothing,2601.15,Pune,48,Basic,user116@example.com,user116,2601.15,10,2024-01-23 06:56:02,Pending
1024,2024-12-01,North,Grocery,4452.96,Bengaluru,39,Premium,user117@example.com,user117,4452.96,17,2024-12-01 10:17:07,Pending
1042,2024-08-05,East,Sports,1504.14,Jaipur,60,Basic,user118@example.com,user118,1504.14,14,2024-08-05 02:27:38,Completed
1227,2024-06-28,North,Sports,4990.85,Kolkata,21,Premium,user119@example.com,user119,4990.85,17,2024-06-28 14:02:46,
1081,2024-01-16,South,Electronics,674.84,Hyderabad,41,Basic,user120@example.com,user120,674.84,20,2024-01-16 04:54:38,Completed
1230,2024-07-08,West,Sports,731.59,Jaipur,59,Basic,user121@example.com,user121,731.59,6,2024-07-08 11:28:48,Pending
1265,2024-07-17,North,Grocery,1112.12,Hyderabad,49,Premium,user122@example.com,user122,1112.12,15,2024-07-17 17:07:16,Completed
1227,2024-02-14,North,Electronics,2772.49,Jaipur,28,Standard,user123@example.com,user123,2772.49,6,2024-02-14 21:54:20,Pending
1260,2024-04-24,East,Furniture,3962.35,Pune,54,Basic,user124@example.com,user124,,5,2024-04-24 03:12:50,
1044,2024-02-03,South,Sports,2083.44,Pune,22,Premium,user125@example.com,user125,2083.44,15,2024-02-03 09:25:45,Pending
1264,2024-06-25,East,Furniture,2191.46,Mumbai,25,Standard,user126@example.com,user126,2191.46,11,2024-06-25 04:56:53,
1115,2024-06-26,West,Clothing,1021.69,Jaipur,26,Standard,user127@example.com,user127,1021.69,17,2024-06-26 16:57:18,
1086,2024-10-30,North,Sports,253.91,Mumbai,20,Standard,user128@example.com,user128,253.91,7,2024-10-30 18:09:10,
1213,2024-11-12,North,Clothing,2440.58,Hyderabad,43,Basic,user129@example.com,user129,2440.58,6,2024-11-12 20:01:31,Pending
1212,2024-09-04,East,Clothing,4314.35,Kolkata,40,Basic,user130@example.com,user130,4314.35,18,2024-09-04 14:13:21,Completed
1163,2024-05-03,South,Furniture,747.34,Bengaluru,57,Basic,user131@example.com,user131,,6,2024-05-03 14:07:17,Pending
1295,2024-06-09,South,Sports,2360.73,Bengaluru,19,Premium,user132@example.com,user132,2360.73,8,2024-06-09 06:48:10,Completed
1298,2024-06-29,South,Sports,4417.58,Bengaluru,36,Standard,user133@example.com,,4417.58,5,2024-06-29 01:03:18,Pending
1187,2024-07-25,West,Sports,2830.99,Jaipur,22,Basic,user134@example.com,user134,2830.99,9,2024-07-25 11:02:25,
1060,2024-03-06,North,Sports,4697.8,Delhi,56,Standard,,user135,4697.8,2,2024-03-06 03:25:23,Completed
1170,2024-08-30,East,Clothing,4660.28,Bengaluru,57,Standard,user136@example.com,user136,4660.28,17,2024-08-30 16:29:09,
1272,2024-09-07,South,Electronics,1873.37,Bengaluru,55,Basic,user137@example.com,user137,1873.37,1,2024-09-07 22:36:19,
1242,2024-05-15,East,Electronics,2938.44,Hyderabad,57,Basic,user138@example.com,user138,2938.44,2,2024-05-15 20:50:49,
1056,2024-04-07,South,Furniture,2094.15,Pune,57,Basic,user139@example.com,user139,2094.15,2,2024-04-07 00:28:20,
1070,2024-09-22,South,Sports,1915.28,Bengaluru,52,Basic,user140@example.com,user140,1915.28,9,2024-09-22 06:35:20,
1247,2024-04-08,North,Furniture,4710.35,Kolkata,36,Standard,user141@example.com,user141,4710.35,11,2024-04-08 07:17:35,Pending
1178,2024-10-13,West,Sports,3399.28,Bengaluru,40,Premium,user142@example.com,user142,3399.28,3,2024-10-13 23:17:18,Pending
1226,2024-12-01,East,Furniture,4148.36,Pune,35,Premium,user143@example.com,user143,4148.36,8,2024-12-01 08:47:30,Completed
1025,2024-12-08,East,Electronics,545.98,Bengaluru,24,Standard,,user144,545.98,18,2024-12-08 16:14:40,Completed
1208,2024-11-30,East,Clothing,1639.78,Kolkata,23,Standard,user145@example.com,user145,1639.78,2,2024-11-30 15:30:41,Completed
1213,2024-03-31,South,Furniture,4686.21,Jaipur,20,Premium,user146@example.com,user146,4686.21,11,2024-03-31 01:53:25,Pending
1232,2024-11-24,East,Sports,2366.7,Mumbai,39,Premium,user147@example.com,user147,2366.7,6,2024-11-24 17:33:31,Completed
1172,2024-05-31,East,Furniture,3074.22,Bengaluru,45,Standard,user148@example.com,user148,3074.22,4,2024-05-31 18:43:48,Completed
1071,2024-09-01,West,Clothing,1948.69,Jaipur,39,Basic,user149@example.com,user149,1948.69,9,2024-09-01 10:59:15,
1184,2024-12-20,West,Grocery,1568.69,Pune,37,Standard,user150@example.com,user150,1568.69,10,2024-12-20 07:03:42,Pending
1113,2024-04-22,South,Sports,1899.44,Bengaluru,52,Standard,user151@example.com,user151,1899.44,20,2024-04-22 04:30:09,Completed
1269,2024-08-16,West,Sports,605.43,Pune,30,Standard,user152@example.com,user152,605.43,17,2024-08-16 16:45:23,Pending
1059,2024-12-14,South,Electronics,4499.5,Mumbai,47,Premium,user153@example.com,user153,4499.5,2,2024-12-14 06:45:37,
1236,2024-12-10,South,Clothing,4091.44,Pune,22,Premium,user154@example.com,user154,4091.44,18,2024-12-10 09:46:01,Completed
1035,2024-08-29,East,Furniture,3840.85,Hyderabad,44,Basic,user155@example.com,user155,3840.85,13,2024-08-29 01:18:26,Pending
1041,2024-12-15,East,Clothing,637.23,Bengaluru,51,Premium,user156@example.com,user156,637.23,1,2024-12-15 21:55:34,Completed
1152,2024-08-25,South,Sports,1927.42,Bengaluru,40,Premium,user157@example.com,user157,1927.42,4,2024-08-25 21:46:34,Completed
1214,2024-11-10,West,Electronics,2990.02,Hyderabad,21,Premium,user158@example.com,user158,2990.02,8,2024-11-10 00:15:13,
1111,2024-01-29,East,Sports,1628.57,Hyderabad,38,Premium,user159@example.com,user159,1628.57,17,2024-01-29 04:32:18,Completed
1211,2024-06-02,East,Grocery,2801.46,Jaipur,59,Standard,user160@example.com,user160,,14,2024-06-02 08:03:35,Pending
1076,2024-06-02,South,Furniture,4254.24,Hyderabad,27,Basic,user161@example.com,user161,4254.24,14,2024-06-02 12:11:48,
1271,2024-03-09,East,Clothing,3251.19,Kolkata,41,Premium,user162@example.com,user162,3251.19,2,2024-03-09 12:15:16,Pending
1193,2024-12-10,West,Furniture,4033.02,Hyderabad,53,Premium,user163@example.com,user163,4033.02,11,2024-12-10 19:38:02,Pending
1007,2024-04-18,South,Furniture,3493.35,Bengaluru,33,Standard,user164@example.com,user164,3493.35,15,2024-04-18 06:47:07,
1183,2024-06-06,South,Grocery,538.11,Bengaluru,38,Premium,user165@example.com,user165,538.11,19,2024-06-06 08:23:32,Completed
1074,2024-01-09,South,Clothing,804.44,Bengaluru,54,Premium,user166@example.com,user166,804.44,11,2024-01-09 08:35:59,Pending
1250,2024-11-24,East,Clothing,887.87,Bengaluru,29,Standard,user167@example.com,user167,887.87,17,2024-11-24 23:31:29,Completed
1038,2024-12-08,South,Furniture,4220.6,Hyderabad,27,Premium,user168@example.com,user168,4220.6,2,2024-12-08 01:48:00,
1247,2024-12-03,South,Electronics,132.79,Pune,36,Premium,user169@example.com,user169,132.79,14,2024-12-03 15:01:00,Completed
1054,2024-02-19,East,Sports,2655.96,Jaipur,43,Premium,user170@example.com,user170,2655.96,19,2024-02-19 16:09:15,Completed
1115,2024-06-02,West,Electronics,512.83,Pune,48,Premium,user171@example.com,user171,512.83,3,2024-06-02 21:52:54,Pending
1222,2024-11-26,West,Sports,4599.8,Kolkata,54,Basic,user172@example.com,user172,4599.8,9,2024-11-26 10:36:54,
1288,2024-12-02,North,Electronics,4809.27,Kolkata,43,Premium,user173@example.com,user173,4809.27,19,2024-12-02 01:11:59,Pending
1276,2024-06-18,East,Electronics,2528.92,Mumbai,24,Basic,user174@example.com,user174,2528.92,20,2024-06-18 12:48:47,
1203,2024-06-16,South,Grocery,1179.29,Bengaluru,45,Premium,user175@example.com,user175,1179.29,3,2024-06-16 00:40:17,
1151,2024-05-06,North,Furniture,1931.0,Delhi,42,Basic,user176@example.com,user176,1931.0,10,2024-05-06 22:04:05,Pending
1184,2024-05-18,East,Grocery,2271.78,Bengaluru,24,Premium,user177@example.com,user177,2271.78,20,2024-05-18 03:08:05,
1166,2024-07-16,South,Electronics,3637.98,Delhi,54,Standard,user178@example.com,user178,3637.98,5,2024-07-16 00:18:26,Pending
1154,2024-05-17,East,Grocery,1416.01,Kolkata,22,Basic,user179@example.com,user179,1416.01,16,2024-05-17 15:09:04,
1100,2024-08-22,West,Grocery,1694.48,Kolkata,39,Basic,user180@example.com,user180,1694.48,20,2024-08-22 03:08:19,Completed
1153,2024-06-13,South,Clothing,929.3,Jaipur,36,Standard,user181@example.com,user181,929.3,19,2024-06-13 19:44:12,Completed
1166,2024-07-11,South,Clothing,613.74,Pune,52,Premium,user182@example.com,user182,613.74,15,2024-07-11 08:52:50,
1107,2024-08-12,West,Grocery,3381.24,Jaipur,33,Basic,user183@example.com,user183,3381.24,13,2024-08-12 09:53:44,Completed
1229,2024-11-02,South,Sports,231.99,Hyderabad,52,Standard,user184@example.com,user184,231.99,8,2024-11-02 15:37:25,
1181,2024-03-26,South,Clothing,4830.3,Mumbai,24,Basic,user185@example.com,user185,4830.3,18,2024-03-26 20:39:02,
1294,2024-04-23,South,Sports,3467.66,Mumbai,48,Premium,user186@example.com,user186,3467.66,3,2024-04-23 14:23:25,Completed
1072,2024-06-27,East,Sports,2440.48,Bengaluru,46,Basic,,user187,2440.48,4,2024-06-27 09:21:29,Completed
1175,2024-11-27,East,Furniture,2604.17,Jaipur,53,Basic,user188@example.com,user188,2604.17,13,2024-11-27 03:43:51,
1094,2024-04-05,South,Electronics,3700.07,Bengaluru,55,Basic,user189@example.com,user189,3700.07,7,2024-04-05 20:42:27,Pending
1032,2024-10-22,East,Clothing,1663.63,Jaipur,60,Basic,user190@example.com,user190,1663.63,20,2024-10-22 03:51:55,Pending
1200,2024-10-27,South,Sports,904.01,Kolkata,37,Standard,user191@example.com,user191,904.01,11,2024-10-27 03:22:22,Completed
1122,2024-06-05,East,Sports,1972.89,Pune,42,Basic,user192@example.com,user192,1972.89,6,2024-06-05 03:11:23,
1085,2024-09-07,North,Grocery,3116.08,Mumbai,49,Premium,user193@example.com,user193,3116.08,18,2024-09-07 09:08:11,
1253,2024-07-28,South,Grocery,877.9,Kolkata,32,Basic,user194@example.com,user194,877.9,10,2024-07-28 21:31:26,Completed
1234,2024-10-16,South,Sports,2578.49,Jaipur,52,Basic,user195@example.com,user195,2578.49,15,2024-10-16 23:49:49,
1111,2024-08-05,East,Clothing,4380.31,Jaipur,40,Premium,user196@example.com,user196,,8,2024-08-05 03:47:53,Completed
1179,2024-12-29,East,Sports,739.21,Delhi,21,Standard,user197@example.com,user197,739.21,18,2024-12-29 19:40:27,Completed
1165,2024-12-26,North,Sports,4928.17,Mumbai,26,Basic,user198@example.com,user198,4928.17,5,2024-12-26 09:18:36,
1067,2024-05-07,East,Grocery,2472.82,Jaipur,58,Basic,user199@example.com,user199,2472.82,3,2024-05-07 04:45:20,Pending
1263,2024-05-22,North,Grocery,4753.76,Mumbai,23,Standard,user200@example.com,user200,4753.76,12,2024-05-22 22:59:56,Completed
1273,2024-07-22,East,Grocery,1379.26,Jaipur,53,Standard,user201@example.com,user201,1379.26,11,2024-07-22 06:27:52,
1024,2024-01-24,South,Electronics,664.97,Bengaluru,47,Premium,user202@example.com,user202,664.97,5,2024-01-24 03:40:50,
1154,2024-03-22,North,Clothing,457.98,Hyderabad,28,Premium,user203@example.com,user203,457.98,8,2024-03-22 08:05:41,Pending
1046,2024-12-26,South,Electronics,706.86,Hyderabad,46,Premium,user204@example.com,,706.86,4,2024-12-26 03:00:13,Pending
1067,2024-09-01,West,Electronics,560.85,Jaipur,26,Basic,user205@example.com,user205,560.85,5,2024-09-01 02:14:24,
1073,2024-02-05,East,Grocery,1788.38,Hyderabad,27,Basic,user206@example.com,user206,1788.38,7,2024-02-05 16:36:00,Completed
1051,2024-03-12,South,Clothing,4818.08,Delhi,33,Basic,user207@example.com,user207,4818.08,20,2024-03-12 03:37:46,
1145,2024-12-19,North,Furniture,2612.86,Hyderabad,43,Basic,user208@example.com,user208,2612.86,8,2024-12-19 00:54:54,Pending
1197,2024-02-27,West,Sports,4449.19,Jaipur,38,Premium,user209@example.com,user209,,14,2024-02-27 07:31:40,Pending
1279,2024-12-15,West,Electronics,2957.45,Delhi,20,Premium,user210@example.com,user210,,10,2024-12-15 05:48:30,
1256,2024-07-31,West,Sports,2711.39,Mumbai,37,Premium,user211@example.com,user211,2711.39,5,2024-07-31 13:44:25,
